Jagger	Джаггер	reference		Канон: Джаггер. Мик Джаггер — эталонный прыгучий сценический шоумен, прямо в тему театральных LEAPY.
Jared	Джаред	translit		Обычное имя, не отсылка. Транслит.
Jeremy	Джереми	reference	FLAG	Настоящее имя Скаута из TF2 (прыгучий класс) — тематич. связь в линзе. Транслит.
Johnny	Джонни	canon		Канон. Обычное имя (слабая GTA-линза). Транслит.
Joker	Джокер	canon		Канон: Джокер. Театральный эпатажный антагонист 'на публику' — идеально для задир-шоуменов.
Josh	Джош	canon		Канон: Джош. Обычное имя.
Jumper	Прыгун	action-word		Прямое описание вида LEAPY (прыгучие). По смыслу. Разведён с Hopper=Прыгун? — Hopper не в чанке, коллизии нет.
Kaleb	Кейлеб	canon		Канон. Обычное имя, транслит.
Kebab	Кебаб	meaning		Имя-еда (кебаб/шашлык) — нелепо-смешное в тему стёбных задир. Смысл-перевод Кебаб.
Keith	Кит	translit	FLAG	Имя Кит; возможна отсылка к Keith Richards в муз. кластере (Jagger/Ringo), но неуверенно. Транслит.
Kyle	Кайл	translit	FLAG	Мем-Kyle (буйный пацан, Monster, бьёт стены) ложится на задиру; South Park. Транслит.
Lacky	Шестёрка	canon		Канон. Lackey=прихвостень/холуй; 'Шестёрка' — натуральная рус. кличка миньона-задиры. ё сохранён.
Lance	Лэнс	canon	FLAG	Канон: Лэнс. Двойной смысл (копьё/пика боевое + имя Лэнс). Канон даёт транслит Лэнс; смысл-вариант Копьё спорен.
Landon	Лэндон	canon		Канон: Лэндон. Обычное имя.
Lazlow	Лазлоу	reference		Канон. Lazlow Jones — радиоведущий-шоумен GTA, эпатаж = в тему шоуменов. Кластер GTA. Транслит.
Leaf	Лист	nature-word		Ядровая природная лексика (Grass, Fern). Смысл; 'Лист' лаконичнее 'Листка' для таблички.
Lebron	Леброн	reference		Канон: Леброн. Леброн Джеймс (NBA, прыгучесть/данки) — спорт-линза прыгучих LEAPY.
Lester	Лестер	canon		Канон: Лестер. GTA V — Lester Crest, транслит.
Llamar	Ламар	canon		Канон. Искаж. Lamar (Ламар Дэвис GTA V). Кластер GTA. Транслит-канон.
Luken	Лукен	translit	FLAG	Криптический обрубок (искаж. Luke?/фамилия). Транслит Лукен; память дала 'Лукен', держу 1:1. Неуверенно — flag.
MK	Эм-Кей	canon		Канон: Эм-Кей. Аббревиатура (MK/Mortal Kombat или Mk. оружие); инициалы кириллизуем.
Manny	Мэнни	translit		Канон: Мэнни. Латино-имя; GTA V Manny Escuela. Транслит.
Matt	Мэтт	canon		Канон. Обычное имя, не отсылка.
Melvin	Мелвин	translit		Обычное имя, транслит.
Mitch	Митч	canon		Канон: Митч. Обычное имя, не отсылка.
Mitchel	Митчел	canon		Канон: Митчел. Обычное имя.
Mitri	Митри	canon		Канон. Обрубок/имя, не отсылка. Транслит.
Mossy	Замшелый	nature-word		Природная лексика — мшистый/замшелый (Grass, Fungus, Fern). Смысл.
Nailer	Гвоздобой	action-word	FLAG	Слово-кличка (гвоздомёт/nailgun из Quake, 'бьёт точно'). Смысл-перевод Гвоздобой в показушном регистре; альт. транслит Нейлер.
Nathan	Нейтан	canon		Канон: Нейтан. Обычное имя; слабая ассоциация с Nathan Drake. Транслит.
Palmer	Палмер	translit	FLAG	Слабо: 'palm' (пальма, природа) / Arnold Palmer. Как имя — транслит Палмер.
Pedro	Педро	reference		Канон. Латино-имя (тема Carlos/Manny) + мем 'Pedro'. Транслит.
Rambo	Рэмбо	reference		Канон: Рэмбо. Джон Рэмбо (боевики 80-х) — прямая отсылка в линзе. РУ-устоявшееся.
Randy	Рэнди	canon		Канон: Рэнди. Обычное имя.
Ray	Рэй	translit		Обычное имя, не отсылка. Транслит.
Reif	Рейф	translit	FLAG	Криптический обрубок, транслит Рейф (по примеру в политике). Неуверенно — flag.
Reymond	Реймонд	canon		Канон: Реймонд. Обычное имя, не отсылка.
Rhett	Ретт	canon		Канон: Ретт. Имя; ассоциации неуверенные. Транслит.
Rigby	Ригби	canon		Канон. Ригби — гиперактивный енот-задира из Regular Show, идеально в тему буйных LEAPY. Транслит.
Ringo	Ринго	canon		Канон. Сильная муз. отсылка (Ringo Starr, The Beatles). Транслит-канон.
Ripply	Рябь	nature-word	FLAG	Природно-двигательная лексика (рябь/волна на воде). Смысл-перевод Рябь; альт. Волнистый. Чёткого персонажа нет.
Rocket	Ракета	canon		Канон: Ракета. Оружие + rocket-jump (культовая прыжковая механика шутеров), прямо в тему Leapy.
Roland	Роланд	translit	FLAG	Слабо-средне: Roland Солдат в Borderlands (шутер-линза) / Песнь о Роланде. Транслит.
Roller	Роллер	action-word	FLAG	OVR Двигательная лексика — катящийся/каток/роллер. 'Каток' бодрее по-боевиковому; 'Роллер' тоже валиден — отсюда flag.
Rude	Руд	canon	FLAG	Канон даёт Руд, но это личностно-описательное (грубый/наглый=задиристый характер LEAPY). Смысл-перевод Грубиян ярче в линзе; канон-транслит Руд альт.
Runner	Бегун	canon		Канон: Бегун. Ядровая двигательная лексика быстрого вида.
Rusher	Налётчик	action-word	FLAG	'Rusher' = несущийся/наскакивающий (rush=рывок) — натиск, в тему агрессивных прыгунов. По смыслу; альт. Рывок.
Scout	Разведчик	reference		Канон. TF2 Scout — эталонный прыгучий Leapy. Офиц. РУ TF2: Разведчик.
Shrub	Кустик	canon		Канон: Кустик. Природная лексика вида (кустарник), кластер с Bushy/Grass/Fern.
Simon	Саймон	canon		Канон: Саймон. Обычное имя; слабая ассоциация Simon Belmont/Simon says. Транслит.
Slinger	Стрелок	canon		Канон. От gunslinger — оружейно-вестерн лексика. Перевод по смыслу Стрелок.
Soldier	Солдат	canon		Канон. TF2 Soldier (rocket-jump). Офиц. РУ TF2: Солдат.
Spencer	Спенсер	translit		Канон: Спенсер. Слабые ассоциации (RE Spencer), обычное имя → транслит.
Spruce	Ель	nature-word		Природная лексика — ель; также 'spruce up'=прихорашиваться (пижоны в тему). Смысл-перевод.
Tanner	Таннер	translit	FLAG	Слабо-средне: John Tanner из Driver (экшен-гонки) / 'кожевник'. Транслит.
Teri	Тери	translit		Обычное женское имя, женская форма транслита (как Denise→Дениз).
Theo	Тео	canon		Канон: Тео. Обычное имя, не отсылка.
Thomas	Томас	canon		Канон: Томас. Обычное имя.
Tiger	Тигр	reference	FLAG	OVR 'Tiger' хищное боевое прозвище; Eye of the Tiger (Rocky-боевик), Tiger Woods. Как имя — Тайгер; смысл — Тигр.
Timmy	Тимми	reference		Канон. South Park/Fairly OddParents Timmy; как имя нейтрально. Транслит.
Topher	Тофер	reference		Канон: Тофер. Topher из Total Drama (нарцисс-шоумен, одержим камерой) — идеально для театральных LEAPY.
Trent	Трент	translit		Обычное имя; слабые ассоциации Trent Reznor/Total Drama. Транслит.
Venis	Венис	translit	FLAG	Неясно: искаж. Venice/Venus или стилизация. Не отсылка. Транслит.
Wade	Уэйд	canon		Канон. GTA V Wade Hebert / Дэдпул Wade Wilson. Транслит.
Waldo	Уолдо	reference		Канон: Уолдо. Where's Waldo? (амер. форма; пара с Wally в списке). Транслит амер. формы.
Wally	Уолли	canon		Канон: Уолли. Where's Wally? (брит. название), пара к Waldo. Сильная отсылка по линзе.
Walter	Уолтер	canon		Канон. Слабая ассоц. Walter White. Обычное имя, транслит.
Weazel	Ласка	canon		Канон. GTA Weazel-бренд + weasel=ласка (хитрый зверёк, природа+пронырливость). Смысл.
Wesson	Вессон	reference		Канон: Вессон. Smith & Wesson — оружейная отсылка в экшен-линзе боевик-задиры.
Weston	Уэстон	translit		Обычное имя, не отсылка. Транслит.
Wildy	Дикарь	meaning	FLAG	От 'wild' = дикий/буйный/безбашенный — прямо описывает гиперактивных задир. По смыслу; альт. Буйный.
Will	Уилл	translit		Обычное имя, транслит.
Woody	Вуди	reference		Канон: Вуди. Toy Story (ковбой Вуди, рус. дубляж 'Вуди') + 'woody'=деревянистый. Кино/мульт-отсылка.
Xavier	Ксавьер	canon		Канон чанка: Ксавьер. Обычное имя; слабая ассоциация Professor X. Транслит.
Yapper	Воздухан	canon		Канон. Yapper = трепло/болтун (yap), в тему крикливых шоуменов. Смысл-перевод по канону Воздухан.
Yoinky	Йоинки	canon		Канон. Мем 'Yoinky Sploinky' (нонсенс-танец). Транслит.
Zack	Зак	translit		Обычное имя, не отсылка. Транслит Зак.
