Deez	Диз	meme		мем-обрывок (deez nuts)
Deimos	Деймос	myth		спутник/бог ужаса
Deion	Дейон	plainname		
Dek	Дек	short		
Deka	Дека	short		
Des	Дес	short		
Devi	Деви	plainname		инд. имя/богиня
Dewy	Дьюи	plainname		
Dex	Декс	short		
Dia	Диа	plainname		
Diaz	Диас	plainname		
Didi	Диди	plainname		
Dior	Диор	plainname		
Dirk	Дирк	plainname		
Doja	Доджа	meme	FLAG	отсылка Doja Cat; транслит
Dom	Дом	short		
Don	Дон	plainname		
Donny	Донни	plainname		
Dot	Дот	word	FLAG	dot=точка; как кличка транслит
Dupe	Дюп	word	FLAG	dupe=дубликат/лох; короткий, транслит звучания
Dye	Дай	short		
Dyl	Дил	short		
Ea	Эа	myth		шумер. бог Эа
Ean	Иэн	plainname		
Ebby	Эбби	plainname		
Ebe	Эбе	short		
Ecu	Эку	short		
Ed	Эд	short		
Eddy	Эдди	plainname		
Eden	Иден	plainname		
Edge	Эдж	word	FLAG	edge=край; как кличка транслит
Efi	Эфи	short		
Egg	Яйцо	word		
Eight	Восемь	number		
Eike	Айке	plainname		нем. имя
Eira	Эйра	plainname		
Elin	Элин	plainname		
Elliot	Эллиот	plainname		
Elm	Вяз	word	FLAG	elm=вяз (дерево), в ряду Cedar->Кедр по смыслу
Elon	Илон	plainname		
Embryn	Эмбрин	plainname		
Emmet	Эммет	plainname		
Enot	Енот	reference		слизнекот Inv из Rain World, по политике п.6
Enid	Энид	plainname		
Enil	Энил	short		
Ensign	Прапор	word	FLAG	ensign=мичман/прапорщик; кличка по смыслу
Eqi	Эки	short		
Erikson	Эриксон	plainname		
Eru	Эру	short		
Esme	Эсме	plainname		
Ethel	Этель	plainname	FLAG	женское имя
Etho	Этхо	short		OVR 
Etro	Этро	short		
Eule	Эйле	short		
Evelyn	Эвелин	plainname	FLAG	женское имя
Ever	Эвер	word	FLAG	ever; как кличка транслит звучания
Ezio	Эцио	reference		Assassin's Creed, каноничная форма
Faer	Фэр	short		
Fan	Фэн	short		клип звучания; не 'вентилятор'
Fang	Клык	word	FLAG	осмысленно: клык/зуб; кличка-прозвище
Fara	Фара	plainname		
Faro	Фаро	plainname		
Fart	Пук	crude		по политике крудовых
Farth	Фарт	short		
Faulty	Бракованный	word	FLAG	'дефектный/бракованный'; кличка
Fay	Фэй	plainname		
Fiddle	Скрипка	word	FLAG	осмысленно; альт. 'Шкрябка'
Finely	Файнли	plainname	FLAG	имя/фамилия; транслит
Five	Пять	number		
Flo	Фло	plainname		
Fol	Фол	short		
Fores	Форес	short		
Fork	Вилка	word		
Four	Четыре	number		
Fox	Лис	word	FLAG	осмысленно: лис; кличка
France	Франс	plainname	FLAG	имя (не страна) в кличках; транслит
Frank	Фрэнк	plainname		
Fugu	Фугу	word		рыба фугу
Gael	Гаэль	plainname		
Gal	Гэл	short		
Gavi	Гави	plainname		
Gavin	Гэвин	plainname		
Gen	Ген	short		
George	Джордж	plainname		
Gerry	Джерри	plainname		
Giggler	Хохотун	word		тот, кто хихикает
Giv	Гив	short		
Gladius	Гладиус	reference		латынь: меч
Glaggle	Глэггл	short		бессмысленный клип
Glay	Глэй	short		
Glee	Гли	short	FLAG	OVR 'веселье'; но как кличка лучше транслит 'Глии'
Glen	Глен	plainname		
Goner	Доходяга	word		
Gore	Кровища	word	FLAG	'месиво/кровь'; альт. транслит 'Гор'
Gradi	Гради	short		
Gravel	Гравий	word		
Greer	Грир	plainname		
Guard	Охранник	word		
Gunner	Стрелок	word		
Gus	Гас	plainname		
Guts	Кишки	word	FLAG	'кишки/смелость'; альт. отсылка Berserk 'Гатс'
Gyro	Гиро	word	FLAG	гироскоп/JoJo Gyro; транслит
Hachi	Хати	plainname		яп.; Хатико
Hal	Хэл	plainname		
Hans	Ганс	plainname		
Harp	Арфа	word	FLAG	осмысленно: арфа; альт. транслит 'Харп'
Hayd	Хейд	short		
Heaven	Небеса	word		
Hellen	Хеллен	plainname		жен.
Hem	Хем	short		
Hemn	Хемн	short		
Heron	Цапля	word		
Holi	Холи	short		
Hollis	Холлис	plainname		
Holt	Холт	plainname		
Hugger	Обнимашка	word	FLAG	тот, кто обнимает; альт. 'Обниматель'
Hutson	Хатсон	plainname		
Ian	Иэн	plainname		
Icar	Икар	reference	FLAG	обрывок Икара; миф. форма
Icor	Ихор	reference	FLAG	ichor — кровь богов; альт. транслит 'Икор'
Idon	Идон	short		
Idris	Идрис	plainname		
Ilo	Ило	short		
Imai	Имаи	plainname		яп. фамилия
Inco	Инко	short		
Indi	Инди	plainname		
Indus	Инд	reference	FLAG	река Инд; альт. транслит 'Индус'
Inge	Инге	plainname		сканд.
Inkeri	Инкери	plainname		фин. жен.
Inky	Чернила	word	FLAG	'чернильный'; альт. транслит 'Инки' (призрак Pac-Man)
Inti	Инти	reference		инкский бог солнца
Io	Ио	myth		спутник/миф
Ion	Ион	word		ион; совпадает с именем
Ira	Ира	plainname		
Iri	Ири	short		
Iris	Ирис	plainname		имя/радужка/цветок
Iron	Железо	word		
Isle	Остров	word	FLAG	'островок'; альт. транслит 'Айл'
Isley	Айли	plainname	FLAG	фамилия; альт. 'Айзли'
Iyah	Айя	short		
Jael	Джаэль	plainname		библ. Иаиль; транслит звучания
Jaime	Хайме	plainname	FLAG	исп. Хайме; альт. англ. 'Джейми'
Jamie	Джейми	plainname		
Jax	Джакс	plainname		
Jay	Джей	plainname		
Jett	Джетт	plainname		
Jody	Джоди	plainname		
Joss	Джосс	plainname		
Jubal	Иувал	reference	FLAG	библ. Иувал; альт. транслит 'Джубал'
Jul	Джул	short		
July	Джулай	word	FLAG	'июль' как кличка; транслит звучания
June	Джун	plainname	FLAG	имя/июнь; транслит
Jupiter	Юпитер	myth		
Kai	Кай	plainname		
Kal	Кэл	short		
Kale	Кейл	plainname		
Keir	Кир	plainname		альт. 'Кейр'
Kelly	Келли	plainname		
Ken	Кен	plainname		
Kenji	Кэндзи	plainname		
Kenny	Кенни	plainname		
Kerry	Керри	plainname		
Keven	Кевен	plainname		
Kim	Ким	plainname		
Kin	Кин	short		
Kindle	Растопка	word	FLAG	'разжигать'; альт. транслит 'Киндл'
Kip	Кип	short		
Kiran	Киран	plainname		
Koi	Кои	word		карп кои
Koli	Коли	short		
Kov	Ков	short		
Kris	Крис	plainname		
Kylin	Кайлин	plainname	FLAG	имя; альт. цилинь 'Килин'
Lain	Лейн	plainname		отсылка Serial Experiments Lain тоже 'Лейн'
Landry	Лэндри	plainname		
Lane	Лейн	plainname		
Lann	Ланн	short		
Lanny	Лэнни	plainname		
Lasiye	Ласие	plainname	FLAG	редкое; транслит звучания
Lav	Лав	short		
Layman	Профан	word	FLAG	'дилетант/мирянин'; альт. транслит 'Лейман'
Lea	Лея	plainname		
Lee	Ли	plainname		
Len	Лен	short		
Lenn	Ленн	short		
Lennox	Леннокс	plainname		
Leo	Лео	plainname		
Lep	Леп	short		
Leslie	Лесли	plainname		
Levi	Леви	plainname		
Linc	Линк	short		от Lincoln
Liv	Лив	plainname		
Lix	Ликс	short		
Loc	Лок	short		
Lon	Лон	short		
Lond	Лонд	short		
Loner	Одиночка	word		
Lori	Лори	plainname		
Luca	Лука	plainname		
Luke	Люк	plainname		
Lumi	Луми	plainname		фин. 'снег'
Lux	Люкс	word	FLAG	латынь 'свет'/единица; транслит
Lyn	Лин	plainname		
Lyric	Лирик	word	FLAG	'лирика/текст песни'; альт. как кличка 'Лирика'
Lys	Лис	short	FLAG	клип; звучание 'лис', можно 'Лиз'
Mac	Мак	plainname		
Mack	Мак	plainname		
Mais	Маис	short	FLAG	транслит звучания
Mal	Мэл	short		
Marley	Марли	plainname		
Marv	Марв	plainname		
Maurice	Морис	plainname		
Medi	Меди	short		
Mer	Мер	short		
Merit	Заслуга	word	FLAG	merit=заслуга; но похоже на имя — возможен транслит 'Мерит'
Merv	Мерв	plainname		
Mew	Мяу	word	FLAG	mew=мяуканье; либо транслит 'Мью'
Mica	Мика	plainname		
Mika	Мика	plainname		
Mike	Майк	plainname		
Miles	Майлз	plainname		
Milita	Милита	short	FLAG	созвучно militia; оставлен транслит как имя
Mio	Мио	short		
Moe	Мо	plainname		
Mon	Мон	short		
Monday	Понедельник	word		осмысленное слово-кличка
Mono	Моно	short		
Monroe	Монро	plainname		
Mort	Морт	plainname	FLAG	фр. mort=смерть; оставлен транслит как имя (Mortimer)
Mud	Грязь	word		
Mule	Мул	word		
Musa	Муса	plainname		имя
Musk	Маск	word	FLAG	OVR musk=мускус; либо отсылка/транслит 'Маск'
Nad	Нэд	short		
Nal	Нал	short		
Nameless	Безымянный	word		
Nao	Нао	plainname		
Nar	Нар	short		
Nark	Стукач	word	FLAG	nark=стукач/доносчик; либо транслит 'Нарк'
Narry	Нарри	short		
Nat	Нат	plainname		
Nate	Нейт	plainname		
Naught	Ничто	word		
Nava	Нава	plainname		
Navy	Флот	word	FLAG	navy=флот/тёмно-синий; либо транслит 'Нэйви'
Neal	Нил	plainname		
Nell	Нелл	plainname		жен.
Neo	Нео	reference		может быть отсылка к Matrix; форма та же
Neon	Неон	word		
Nia	Ниа	plainname		жен.
Nilo	Нило	plainname		
Nine	Девять	number		
Nirro	Нирро	short		
Nitro	Нитро	word		
Niu	Ниу	short		
Nix	Никс	short	FLAG	Nix=луна Плутона/мифология; оставлен транслит
Noah	Ноа	plainname	FLAG	библ. Ной; как совр. имя обычно 'Ноа'
Noam	Ноам	plainname		
Noek	Нук	short	FLAG	нидерл. имя; транслит звучания
Noi	Ной	short		
Noor	Нур	plainname		имя (свет)
Nort	Норт	short		
North	Норт	word		OVR 
Nosin	Носин	short		
Nova	Нова	word		звезда; форма та же
Null	Ноль	word		
Nun	Монахиня	word	FLAG	nun=монахиня; либо транслит 'Нан'
Nutt	Орех	crude	FLAG	мем nut; по политике Nutt->Орех
Oak	Дуб	word		
Oakly	Окли	plainname		
One	Раз	number		
Ony	Они	short		
Oran	Оран	short		
Oreo	Орео	reference		печенье; транслит
Oro	Оро	short	FLAG	исп. oro=золото; оставлен транслит
Oss	Осс	short		
Owen	Оуэн	plainname		
Oxy	Окси	short		
Oyi	Ойи	short		
Oz	Оз	short		
Ozul	Озул	short		
Pan	Пан	myth	FLAG	бог Пан; форма совпадает
Pana	Пана	short		
Paris	Парис	myth	FLAG	троянский Парис; не город 'Париж'
Parke	Парк	plainname		
Parry	Парри	plainname	FLAG	parry=парировать; оставлен транслит как имя
Parthy	Парти	short		
Pas	Пас	short		
Paw	Лапа	word		
Pea	Горошина	word		
Pebbles	Камешки	reference	FLAG	Rain World 'Five Pebbles'; здесь нейтрально 'Камешки'
Pepper	Перчик	word		
Pey	Пей	short		
Peyt	Пейт	short		
Phobe	Фоба	short	FLAG	обрывок Phoebe; либо Phobos. транслит
Pinto	Пинто	plainname		
Pio	Пио	short		
Pitt	Питт	plainname		
Pluto	Плутон	myth		
Poe	По	plainname		
Poly	Поли	short		
Pop	Поп	short		
Poppy	Поппи	plainname	FLAG	poppy=мак; как имя 'Поппи', жен.
Porch	Крыльцо	word	FLAG	porch=крыльцо; необычная кличка, либо транслит 'Порч'
Pot	Котелок	word	FLAG	pot=горшок/котелок/трава; нейтрально 'Котелок'
Pres	Прес	short		
Pum	Пам	short		
Punte	Пунте	short		
Pvt.	Рядовой	word		Private (воинское звание) с точкой
Pyro	Пиро	word		огневик; оставлен корень транслитом
Quan	Куан	plainname		
Que	Кью	short		
Quest	Квест	word	FLAG	quest=поиск; оставлен 'Квест'
Quin	Куин	plainname		
Ra	Ра	myth		бог солнца
Rae	Рэй	plainname		
Rain	Дождь	word	FLAG	rain=дождь; либо имя 'Рэйн'
Ravi	Рави	plainname		
Rayy	Рэй	short		
Rebel	Бунтарь	word		
Red	Рыжий	word	FLAG	red=красный/рыжий; для клички человека чаще 'Рыжий'
Reed	Рид	plainname		
Reese	Риз	plainname		
Reg	Редж	plainname		
Reid	Рид	plainname		
Reign	Рейн	plainname	FLAG	reign=правление; как имя 'Рейн'
Rend	Ренд	short	FLAG	rend=рвать; оставлен транслит
Rene	Рене	plainname		
Reno	Рено	plainname		
Rex	Рекс	plainname		
Rher	Рер	short		
Rhys	Рис	plainname		валлийское имя
Rib	Ребро	word	FLAG	rib=ребро; либо транслит 'Риб'
Rider	Всадник	word	FLAG	rider=наездник/всадник; либо имя 'Райдер'
Riley	Райли	plainname		
Rine	Райн	short		
River	Ривер	plainname	FLAG	river=река; как имя 'Ривер'
Rob	Роб	plainname		
Rodahn	Родан	plainname		
Roe	Ро	short		
Rohan	Рохан	plainname		
Rolo	Роло	short		
Ron	Рон	plainname		
Roots	Корни	word		
Rote	Роут	short		OVR 
Rowan	Рован	plainname		имя; также рябина
Rowen	Ровен	plainname		
Royal	Роял	word	FLAG	royal=королевский; оставлен 'Роял'
Ruby	Руби	plainname	FLAG	ruby=рубин; как имя 'Руби', жен.
Ryl	Рил	short		
Rylen	Райлен	plainname		
Saf	Саф	short		
Sage	Сейдж	plainname	FLAG	имя; не переводим как 'Мудрец/Шалфей'
Sal	Сэл	short		
Sam	Сэм	plainname		
Saturn	Сатурн	myth		планета/бог
Saw	Сав	short	FLAG	OVR транслит звучания; не 'Пила', т.к. имя в пуле
Selmi	Сельми	plainname		
Sen	Сэн	short		
Seni	Сени	plainname		
Seth	Сиф	myth		библ. Сиф
Seyvn	Сейвн	short	FLAG	стилизация 'Seven'; передан звуком
Shay	Шей	plainname		
Shey	Шей	plainname		
Shield	Щит	word		
Sid	Сид	plainname		
Silly	Дурашка	word	FLAG	осмысл. кличка; женоватый тон нейтрализован уменьш.
Sinclair	Синклер	plainname		
Six	Шесть	number		
Skie	Скай	short	FLAG	вариант Sky; единое звучание 'Скай'
Sky	Скай	word	FLAG	как кличка оставлен транслит, не 'Небо'
Skylar	Скайлар	plainname		
Sloan	Слоан	plainname		
Smoke	Дым	word		
Soda	Сода	word	FLAG	можно 'Газировка'; кратко 'Сода'
Soder	Содер	short		
Sol	Сол	plainname	FLAG	может быть 'Солнце/Sol'; оставлен транслит-имя
Solo	Соло	word		
Solv	Солв	short		
Sorb	Сорб	short		
Specs	Очкарик	word	FLAG	specs=очки; кличка по смыслу
Speen	Спин	short		
Spinny	Вертушка	word	FLAG	осмысл. крутящийся; кличка
Spoon	Ложка	word		
Steel	Сталь	word		
Strom	Стром	short		
Sucker	Сосунок	crude		
Sugo	Суго	short		
Sun	Солнце	word	FLAG	можно оставить 'Сан'; по смыслу 'Солнце'
Sundau	Сандэй	short	FLAG	стилиз. 'Sunday/Sundae'; звуком
Sy	Сай	short		
Syd	Сид	plainname		
Syl	Сил	short		
Tad	Тэд	plainname		
Tae	Тэ	short		
Tage	Тейдж	short		
Tanker	Танкер	word	FLAG	громила/танк; оставлен 'Танкер'
Taqu	Таку	short		
Tark	Тарк	short		
Tatum	Тейтум	plainname		
Taylor	Тейлор	plainname		
Tele	Теле	short		
Teo	Тео	plainname		
Tess	Тесс	plainname		жен.
Thad	Тэд	plainname		
Theo	Тео	plainname		
Tie	Тай	short		
Tin	Олово	word	FLAG	можно 'Тин'; металл по смыслу как Steel/Iron
Tine	Тайн	short		
Tio	Тио	short		
Tish	Тиш	plainname		
Toby	Тоби	plainname		
Ton	Тон	short		
Torq	Торк	short		стилиз. torque
Trey	Трей	plainname		
Tru	Тру	short		
Two	Два	number		
Tyde	Тайд	short	FLAG	стилиз. 'Tide'; звуком
Ul	Ул	short		
Ula	Ула	plainname		жен.
Ultra	Ультра	word		
Ulva	Ульва	plainname		
Umar	Умар	plainname		
Una	Уна	plainname		жен.
Uni	Уни	short		
Uqus	Укус	short		
Uri	Ури	plainname		
Uriah	Урия	myth		библ. Урия
Uriel	Уриэль	myth		архангел
Uthur	Утур	plainname	FLAG	стилиз. 'Uther'; можно 'Утер'
Vada	Вада	plainname		
Vago	Ваго	short		
Vanu	Вану	short		
Var	Вар	short		
Vargo	Варго	plainname		
Vasili	Василь	plainname	FLAG	вариант Vasily; 'Василь' чтоб не дублировать
Vasily	Василий	plainname		
Vass	Васс	short		
Vaw	Во	short		
Vay	Вэй	short		
Vere	Вер	short		
Vero	Веро	plainname		
Vesa	Веса	plainname		
Vew	Вью	short		
Vic	Вик	plainname		
Vick	Вик	plainname		
Vin	Вин	plainname		
Vinson	Винсон	plainname		
Vio	Вио	short		
Virgel	Вирджел	plainname	FLAG	стилиз. 'Virgil'; можно 'Вергилий', но как имя-кличка транслит
Vis	Вис	short		
Vivi	Виви	plainname		жен.
Vivian	Вивиан	plainname		
Voss	Восс	plainname		
Vrad	Врад	short		
Wal	Уол	short		
Walt	Уолт	plainname		
Wei	Вэй	plainname		
West	Вэст	word	FLAG	OVR можно 'Запад'; как кличка транслит
Weye	Уэй	short		
Whit	Уит	plainname		
Wilt	Уилт	plainname		
Wince	Уинс	short		
Woo	Ву	short		
Wren	Рен	plainname	FLAG	птица 'крапивник'; как имя транслит
Wynn	Уинн	plainname		
X	Икс	word		буква-кличка
Xed	Зэд	short		
Xey	Зей	short		
Xiu	Сю	plainname		кит.
Xo	Зо	short		
Yael	Яэль	plainname		
Yannick	Янник	plainname		
Yelli	Йелли	short		
Yiik	Йик	short		
Yil	Йил	short		
Yin	Инь	word	FLAG	инь(-ян); каноничная форма
Yith	Йит	short		
Yolo	Йоло	meme		
Yona	Йона	plainname		
Yoro	Йоро	short		
Yuki	Юки	plainname		яп.
Yukto	Юкто	short		
Yuri	Юрий	plainname	FLAG	можно 'Юри'; рус. форма 'Юрий'
Zain	Зейн	plainname		
Zayn	Зейн	plainname		
Zel	Зел	short		
Zero	Ноль	number		
Zick	Зик	plainname		
Zie	Зи	short		
Zinc	Цинк	word		металл по смыслу
Zion	Сион	myth		библ. Сион
Zit	Зит	short	FLAG	zit=прыщ; как кличка оставлен транслит, не крудово
Zon	Зон	short		
